note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url
66441948000000001e031d0a,normal,粘粘瀑布真的有点东西！清迈最值得去的地方,"粘粘瀑布真的好好玩
一点都不热，唯一一个不热的户外～
记得穿防滑鞋，不要赤脚，沙子石头特别扎脚
台阶的温度可以让脚丫子熟透
别问我为啥知道[哭惹R][哭惹R][哭惹R]
部分石头很滑，闺蜜磕破下巴了！
           粘粘瀑布",,1715738953000,1716888093000,5e4f9b2f000000000100693e,郑可爱要可爱,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312qen9bv3m005nifjcng8q9udur8u3g,124634,19510,11901,25402,广东,"https://sns-img-qc.xhscdn.com/36195318-8171-2ed9-17cc-f30672bc7390,https://sns-img-qc.xhscdn.com/caa58cbc-5fb6-2b14-1203-bb9dd0a75527,https://sns-img-qc.xhscdn.com/4279f63d-97b3-2bb0-5f58-fa9d22a8f84f,https://sns-img-qc.xhscdn.com/4a529783-5231-b4b7-46f5-616b2f06dfaf,https://sns-img-qc.xhscdn.com/826be60b-a913-0046-3d8f-aee1a559447e,https://sns-img-qc.xhscdn.com/0fd24181-fe31-4824-cb11-33857c9f2eb2,https://sns-img-qc.xhscdn.com/89548551-6ec2-7b29-6c18-f5bbaffd0cbe,https://sns-img-qc.xhscdn.com/8d13faee-ce0d-d8b0-5923-b7241ac25872,https://sns-img-qc.xhscdn.com/20df3640-972c-aca9-1e30-693a797fae2a,https://sns-img-qc.xhscdn.com/c07d65a6-b03a-624a-114c-1e609541905a","户外徒步,徒步丈量世界,徒步好风景,小红书慢人节,户外溯溪,我的徒步日记,五一就要去徒步,自然风光,大自然,清迈旅行",1717148873218,https://www.xiaohongshu.com/explore/66441948000000001e031d0a
65efc21d0000000014007109,normal,超全啦！每个月适合去旅行🧳目的地,"1️⃣月
哈尔滨、漠河、雪乡、伊春、拉萨、丽江、长白山、无锡、广州、深圳、昆明、西双版纳、喀纳斯、广西洲岛、厦门鼓浪屿、三亚
2️⃣月
漠河、哈尔滨、长白山、广东、北海、三亚、罗平油菜花、元阳梯田、山东威海、长白山、丽江、雾淞岛、西双版纳、昆明、北海、黄山、澳门、厦门、西藏
3️⃣月
婺源油菜花、南京、武汉、贵州安顺、甘孜、峨眉山、台湾、杭州、大理、帕米尔高原杏花
4️⃣月
西双版纳、桂林、张家界、九寨沟、乌镇、苏州、毕节、大连、杭州、昆明、洛阳牡丹嘉阳、伊犁杏花、汉中油菜花、青岛平潭岛、扬州
5️⃣月
九寨沟、北京、西安、稻城亚丁、鼓浪屿、神农架、南浔、苏州、香格里拉、张家界、九华山西湖、千户苗寨、腾格里沙漠、霞浦、九华山
6️⃣月
甘南、青岛、桂林、鼓浪屿、成都、霍城菜衣草、香格里拉、张家界、呼伦贝尔大草原、伊梨
7️⃣月
香格里拉、青海湖、新疆伊犁、丹东、贵州、北戴河、莫干山、泸沽湖、舟山、青岛、承德、呼伦贝尔大草原、稻城亚丁
8️⃣月
新疆、甘南、长白山、云南、承德、敦煌、可可西里、威海、色达、嵊泗岛、青岛、贵州、威海、呼伦贝尔大草原、庐山、稻城亚丁、敦煌
9️⃣月
婺源篁岭、甘南、敦煌、上海、湖州、威海、盘锦、重庆、四川九寨沟、阿尔山、新疆喀纳斯、泉州
1️⃣0️⃣月
稻城亚丁、香格里拉、河北坝上、凤凰古城、重庆、安徽塔山、金塔胡杨林、北京香山、南疆胡杨林、九寨沟、额济纳胡杨林、南疆胡杨林
1️⃣1️⃣月
稻城亚丁、漠河、北京香山、香港、南京、九寨沟、东山岛、腾冲银杏、婺源光雾山、澳门
1️⃣2️⃣月
峨眉山、雾松岛、西藏、哈尔滨、长白山、雾凇岛、厦门、吉林、三亚、拉萨、漠河、达古冰川、雪多、云南大理、泉州、西双版纳、苏州
         
自主作图！3.12发布禁止转载！禁止抄袭！",,1710211613000,1712642693000,65a72e2c0000000008017781,小mo又在路上了,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30uj8afesl4005pd75om22ts1ia5ahbo,73562,62239,4057,15049,,https://sns-img-al.xhscdn.com/3c8af3b1-6028-8e71-33c8-e211dcca71cb,"穷游攻略,出行攻略,无滤镜旅行攻略,自由行,旅游攻略,我的小众旅行攻略,小众旅游,旅游推荐,旅游,旅行",1717148873234,https://www.xiaohongshu.com/explore/65efc21d0000000014007109
6635ed5d000000001e01d492,normal,五一假期帕劳潜水 lucky day🇵🇼,"      
少与人打交道 多和大自然交流🥥🌴",,1714810205000,1714879295000,5a39b8f24eacab7f436a1fd8,南方瑞,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30o883m922c004a0cissf47uor29sa68,65010,9320,1880,3683,帕劳,"https://sns-img-bd.xhscdn.com/c8b8afb1-8ad1-7ce0-0b49-7769abfdb4b3,https://sns-img-bd.xhscdn.com/28b066ae-aac1-f1e5-57ad-7ba3c6d2c94e,https://sns-img-bd.xhscdn.com/d955f27f-c3a2-6e76-faa7-b7b4b6872f0d,https://sns-img-bd.xhscdn.com/cd60abfc-6da5-7159-520e-34eb109b4720,https://sns-img-bd.xhscdn.com/e524a60b-11b0-1011-1944-e775c2cdd370,https://sns-img-bd.xhscdn.com/81cdfebd-32ef-f5f5-ca62-588fc51e9338,https://sns-img-bd.xhscdn.com/ca6518ea-6ad9-5d19-7965-948c0e0e9970,https://sns-img-bd.xhscdn.com/3253f327-6740-1c01-c6ff-bbeffbbb02e8,https://sns-img-bd.xhscdn.com/9341c689-8288-30bf-9f0e-89e3438fa1f3,https://sns-img-bd.xhscdn.com/e4648048-d751-54b9-722f-8177ff311712,https://sns-img-bd.xhscdn.com/a338f97d-f636-a990-cbfa-ab18aa88d1c3,https://sns-img-bd.xhscdn.com/fe36f72b-aca2-fda2-169f-662992f37e87,https://sns-img-bd.xhscdn.com/3750e602-d11b-b13e-1e5b-a540b29760a1,https://sns-img-bd.xhscdn.com/5aaa68a0-7de2-fd4d-e7f4-505a26b13b00,https://sns-img-bd.xhscdn.com/6e113f57-e582-b48e-6945-ca337e78bfc5","日常拍照,自拍,帕劳旅行,帕劳潜水,五一,五一出游,五一出游穿搭",1717148873234,https://www.xiaohongshu.com/explore/6635ed5d000000001e01d492
65e46c51000000000102a8e0,normal,卧槽！卧槽！都江堰！震惊。。。。。。,"谁懂！都江堰的水和南桥的夜啊……
	
 ",,1709468753000,1709468754000,5c342cba0000000007031f42,阿水,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312reb1urk2005n1k5it1u7q2hgonrqg,53263,11035,4878,10104,,"https://sns-img-qc.xhscdn.com/0dcf1846-2e9a-9234-b6f6-aae8a52eaec9,https://sns-img-qc.xhscdn.com/a727b427-c1f5-02ac-d49b-ea1b2f39d281,https://sns-img-qc.xhscdn.com/edcc3383-67d7-16ca-887f-6187fb3019e3,https://sns-img-qc.xhscdn.com/ac2a67f7-239a-4148-6452-bf5f8270b276,https://sns-img-qc.xhscdn.com/fa8b7939-8779-4719-f54c-0a9cea45419b,https://sns-img-qc.xhscdn.com/b7a842bd-27d0-0eb5-db3c-44cac4d9a060","都江堰,都江堰旅游",1717148873250,https://www.xiaohongshu.com/explore/65e46c51000000000102a8e0
661f8053000000000d031582,normal,12套五一出游穿搭～,"五一出游预备备
上镜出片的穿搭来惹～
姐妹们都要拍出美美照片
     ",,1713401820000,1713340499000,5688e4abe4251d27476c0283,简又灵,https://sns-avatar-qc.xhscdn.com/avatar/601df1e0a6fd509dd37fe4eb.jpg,44516,14905,1403,1223,,"https://sns-img-bd.xhscdn.com/bd34c495-b376-dc62-1365-20fdf9c08579,https://sns-img-bd.xhscdn.com/0376662a-a637-f7f7-0484-0c4abae3ded2,https://sns-img-bd.xhscdn.com/87ee9cae-068a-f45c-7686-88cdb29c9e77,https://sns-img-bd.xhscdn.com/3c7317d8-37a7-8552-e788-b03a4946b9b9,https://sns-img-bd.xhscdn.com/bddb3da1-6038-f2a4-b980-97e0e2dea36e,https://sns-img-bd.xhscdn.com/8ed52ab6-e917-ab27-7634-2911f844d012,https://sns-img-bd.xhscdn.com/9122ba4d-9d47-5380-09e8-0fafc0ffd080,https://sns-img-bd.xhscdn.com/48a073f9-2352-6ead-5dba-7a605c82ddf3,https://sns-img-bd.xhscdn.com/1c780d97-13db-323a-fe7a-ab91376afddb,https://sns-img-bd.xhscdn.com/0a34e9f3-6c6e-d2bf-a726-8a361046bdb8,https://sns-img-bd.xhscdn.com/dbaa722c-6350-2212-a519-b36374fb48cb,https://sns-img-bd.xhscdn.com/5ea563e7-6e4a-23b9-13d2-32ec9c1d1ad0","小个子穿搭,五一出游穿搭,拍出氛围感,夏日穿搭,春夏穿搭,出片穿搭",1717148873250,https://www.xiaohongshu.com/explore/661f8053000000000d031582
65e18e740000000003031868,normal,欲买桂花同载酒，终不似，少年游。,"从20岁大一开始出去旅行，
大学期间国内外走了很多地方。
	
毕业后经历两次裸辞去环游世界，
到现在花了四年时间去了75个国家。
	
很多人都认为我家里有矿，实际上我只是个普通人、普通的家庭、上的也是普通的大学，原本我也应该和绝大部分人一样过着按部就班的生活。
	
但是旅行让我感受到人生不只有柴米油盐，也有诗和远方。
这些年，我走遍世界各地，去了75个国家和300个多个城市，体验了很多人生中的第1️⃣次。
	
在土耳其坐热气球，感觉漫天的浪漫。
在北极圈看极光，感受世界尽头的浪漫。
	
在尼泊尔徒步EBC，感受喜马拉雅的雪山盛宴。
在埃塞俄比亚徒步尔塔阿雷火山，感受活跃的熔岩湖。
	
在钠米比亚跳伞，感受一半是大海、一半是沙漠。
在肯尼亚看动物大迁徙，感受小时候电视里的动物世界。
	
在泰国参加天灯节，感受万人齐放天灯的浪漫。
在墨西哥参加亡灵节，感受真实的寻梦环游记场景。
	
虽然这些年花光了积蓄，到现在还是一无所有，但我并不后悔，因为我收获了更多，6W多张照片、旅行的经历故事以及路上结交的朋友们，这都是我这一生蕞宝贵的回忆。
	
而我也想明白了，年轻是一种态度，与年龄无关，我的下一个十年，依然是炙热的十年，希望你也是。
	
                ",,1709280884000,1709280884000,604b5afe000000000101e258,五阿哥Farley（环球旅行版）,https://sns-avatar-qc.xhscdn.com/avatar/63ce5087b70662e2d13f34a1.jpg,31648,7813,1586,803,,"https://sns-img-qc.xhscdn.com/5f877411-796f-b9fb-8502-a20ea09b9920,https://sns-img-qc.xhscdn.com/6011d822-7c4f-d24c-e5f5-0cbd61feb917,https://sns-img-qc.xhscdn.com/2a4bd221-b312-8330-9169-6d0dee1cca85,https://sns-img-qc.xhscdn.com/ff480b25-6b9d-dae1-ef1f-28073c95567a,https://sns-img-qc.xhscdn.com/ee6c6c08-2897-b904-3231-ca4b10846aca,https://sns-img-qc.xhscdn.com/47420abe-3e17-6364-4422-6c6ca06d6ae1,https://sns-img-qc.xhscdn.com/ca7296ca-5b49-c78a-afbc-4099e2234612,https://sns-img-qc.xhscdn.com/9dc7b8d3-3d4e-2542-3a3e-e0cecfe5a6ee,https://sns-img-qc.xhscdn.com/ce995077-fd25-14bb-3bf7-34f52bb2a4f4,https://sns-img-qc.xhscdn.com/eabb950d-e35c-9097-dc6a-c645795b9a33,https://sns-img-qc.xhscdn.com/0e5e614e-c20b-7b96-6645-0797b7db91f9,https://sns-img-qc.xhscdn.com/ffbc29b1-4554-887f-bc51-c231a11a77f9,https://sns-img-qc.xhscdn.com/d5ce2f6c-fd1d-552e-e4c0-dd46762e415e,https://sns-img-qc.xhscdn.com/6ef503b3-65bc-71e9-3dbc-95e9b5335631,https://sns-img-qc.xhscdn.com/c1054648-c686-02f9-e9eb-191dfacabca6,https://sns-img-qc.xhscdn.com/f3ea5e75-243e-c892-c275-e85ce26178fe,https://sns-img-qc.xhscdn.com/c688da31-e42b-8aa8-f707-549e75b04b0a,https://sns-img-qc.xhscdn.com/1b907a0a-9aa8-39fc-1408-4747939b383d","一个人旅行,环球旅行,环游世界,我的朋友圈,朋友圈分享,朋友圈,裸辞旅行,大学生旅游,大学生特种兵,穷游,穷游攻略,特种兵旅游,旅行的意义,毕业旅行,毕业旅行去哪玩,生命的力量在于不顺从,笔记灵感",1717148873370,https://www.xiaohongshu.com/explore/65e18e740000000003031868
6644b986000000001e0396ab,normal,喜欢吗 专门拍给你看的,       ,,1715779974000,1715779974000,59acfe9a50c4b42c4c69ae93,KRYSTAL,https://sns-avatar-qc.xhscdn.com/avatar/63a1d8c0c89b1f686e55251b.jpg,28725,4936,1851,3170,四川,"https://sns-img-qc.xhscdn.com/cd9b7dd9-b6a1-a52c-70d2-33d63bdf068d,https://sns-img-qc.xhscdn.com/3bb552fe-2250-4f20-da62-e3172bebc1dc,https://sns-img-qc.xhscdn.com/75eb5a1e-08a4-747f-6b16-8f0154302044,https://sns-img-qc.xhscdn.com/49f56008-41ca-25f1-e710-58e9a85f9632,https://sns-img-qc.xhscdn.com/9c2b7c4a-4879-5147-020e-92891c985082,https://sns-img-qc.xhscdn.com/7df6060a-9f90-1f1b-2197-f1a8d9f87c98,https://sns-img-qc.xhscdn.com/c8640c9f-9636-0124-998b-6b5ba35f10a3","自然风光分享,一日游,长腿,身材,美腿,一起享受大自然的美,旅行,度假",1717148873406,https://www.xiaohongshu.com/explore/6644b986000000001e0396ab
6613fdaf000000001b0113c3,normal,把摄像头对准爱的所有,  ,,1712586159000,1712645990000,5b273489f7e8b9661a6646fd,周周吃饱了,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3137th7imnq004a6buvq8ihntnmsihqg,26915,1685,447,514,,"https://sns-img-al.xhscdn.com/a0b85a19-5570-70c1-ad56-049e2aea8ee0,https://sns-img-al.xhscdn.com/e8f5ef21-71a1-111b-57b6-4671397187c6,https://sns-img-al.xhscdn.com/a4201213-6b91-669b-02eb-b8592d06fb22,https://sns-img-al.xhscdn.com/8bf2c6c7-8418-7813-9add-7d191c84f3a6,https://sns-img-al.xhscdn.com/763890f2-74c9-6634-b070-79ac1a4f2a53,https://sns-img-al.xhscdn.com/1d0ec8a5-ef77-2484-1230-bada0ef4263f","度假酒店,旅行,一起拍张照吧",1717148873414,https://www.xiaohongshu.com/explore/6613fdaf000000001b0113c3
6624eeed000000000d0336c4,normal,为啥这个便宜又震撼的地方没人去？,"到底是谁在避雷水上雅丹？这是地球上唯一的水上雅丹！！！去水上雅丹一定要去看雅丹之眼！！！太绝了！！！
	
p2雅丹之眼，p1是雅丹之眼旁边的另一个咸水湖，俩都好看！
	
淡季门票半价仅30r，浙江户口免门票，观光车60r/人照收
	
淡季体验比旺季好！没有那么多水蚊子！去雅丹之眼的越野车还能砍价包车（一上午就我们仨去了雅丹之眼，300包了一辆越野车，承包景区一上午哈哈）
	
其实徒步去雅丹之眼也不远，不花钱从观光车最后一站出发往返4km左右（跟着导航走，导航到雅丹之眼即可）
	
用无人机拍效果超绝噢！
	
    ",,1713696494000,1713929819000,5b7b7feeb2dd570001135518,无聊小奥,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311u22uvs2a104ahcsbvusl8onarfrro,26965,18775,1942,3183,,"https://sns-img-bd.xhscdn.com/61e8b25f-9bea-e50b-4b3c-1f789dc1f0fa,https://sns-img-bd.xhscdn.com/457fe9d0-a7b5-c410-1d74-a7698720867a,https://sns-img-bd.xhscdn.com/080836df-ebf9-e9e9-f5fe-f63a33b7479b,https://sns-img-bd.xhscdn.com/cbbed08a-22e4-7858-38a2-41f5698f8f46,https://sns-img-bd.xhscdn.com/3d09d0c4-c799-950e-0f26-0b61e558de64,https://sns-img-bd.xhscdn.com/87758db5-8918-aa24-8a72-e7d8666ca176,https://sns-img-bd.xhscdn.com/c993ae8a-817a-493b-c6eb-c1b9d71606d7,https://sns-img-bd.xhscdn.com/5aaa083d-db2a-e24e-5ad7-aa0d40dc24c5,https://sns-img-bd.xhscdn.com/d3d72b12-729d-ea76-2783-4f929bbc76c6,https://sns-img-bd.xhscdn.com/f550f1fb-6139-948f-8935-b4680b175d26,https://sns-img-bd.xhscdn.com/b93b1624-bcb9-8804-1ca9-9630ec53571d","雅丹之眼,水上雅丹,小众旅行地,大西北,青海旅游攻略",1717148873414,https://www.xiaohongshu.com/explore/6624eeed000000000d0336c4
66343e00000000001e02d744,normal,来粘粘瀑布当野人咯,"清迈最好玩的项目 天热玩水真的好开心🤤
google map导航到bua thong waterfall 我们是包车去的能更方便一些
建议不要穿长裤玩水 赤脚爬就可以 但是有的地方有苔藓要很小心不要摔倒了
本来都要被晒死了 结果被大自然治愈了✌🏻",,1714699776000,1714699776000,5e735c9b0000000001009727,小徐乖乖,https://sns-avatar-qc.xhscdn.com/avatar/6388121a38d8e4143a6976f4.jpg,23906,4724,338,874,美国,"https://sns-img-hw.xhscdn.com/563cd11a-b8a9-ffff-3c4f-9bab238a1625,https://sns-img-hw.xhscdn.com/a078102d-2525-e560-4951-75d375928480,https://sns-img-hw.xhscdn.com/e7956ff7-51e2-9275-76b7-bdc8271c4122,https://sns-img-hw.xhscdn.com/cc5c45a8-ab9f-28a7-2365-5166676181a2,https://sns-img-hw.xhscdn.com/f7820a1b-b793-14a9-d0e8-a2bf2379f2ac,https://sns-img-hw.xhscdn.com/0e135b51-9862-82d4-6e30-ccf1c694db6e,https://sns-img-hw.xhscdn.com/9776a0b4-0119-e420-b4f8-9287d6d08bb1",,1717148873506,https://www.xiaohongshu.com/explore/66343e00000000001e02d744
65934a09000000001d037d9b,normal,《国家地理》推荐中国必去的50个地方！,我才去过9个地方[失望R][失望R][失望R]，今年计划去5个[暗中观察R][暗中观察R][暗中观察R]。大家都去了哪些地方了呢[害羞R][害羞R][害羞R]？   ,,1704151561000,1704151561000,61977aa00000000021021713,数新地理,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30sbgh4dljc5g5ocnfag8c5ojeu5rhb0,23526,24216,1233,4020,,https://sns-img-al.xhscdn.com/c60dc1b7-602c-47ec-5552-4c8dbb6f4a12,"一生必去的中国50个最美地方,旅游推荐,旅游攻略,地理",1717148873507,https://www.xiaohongshu.com/explore/65934a09000000001d037d9b
66508a8a0000000005006f40,normal,在三亚海边🌊,,,1716554378000,1716611208000,5b1d0da4e8ac2b1a2533e044,Iris！,https://sns-avatar-qc.xhscdn.com/avatar/6365209945b42397e5380a20.jpg,23663,6325,346,1695,湖南,"https://sns-img-al.xhscdn.com/5e37c5d2-9e97-d856-a802-e4a69ca957ef,https://sns-img-al.xhscdn.com/98570b4d-490b-fa30-1350-910c5f76e99e,https://sns-img-al.xhscdn.com/1fb84565-2e96-388b-261d-944da2586319,https://sns-img-al.xhscdn.com/13cf63d8-0935-5e0e-5c65-b7e2ae6e7457,https://sns-img-al.xhscdn.com/6e310a48-c705-b15b-a3cc-d734a07d734c,https://sns-img-al.xhscdn.com/097e46c3-ec13-16e2-4058-b514f0cb9c8b,https://sns-img-al.xhscdn.com/3e0e91b5-cdbd-6de5-243a-743b58fbfda2,https://sns-img-al.xhscdn.com/02d9fb59-8dd2-f998-de31-886395bcef92,https://sns-img-al.xhscdn.com/5cabb4b8-9110-6f8e-ac5d-e89c75b0c96c",西岛,1717148873507,https://www.xiaohongshu.com/explore/66508a8a0000000005006f40
664ace5a0000000015010b7b,normal,有没有那种纯吃不用打卡景点的城市啊,"蹲一个冷门美食旅游城市推荐!
景点可以没有
就想吃吃逛逛
只有放松状态!
我就想体验下美食，感受烟火氛围就好[赞R]
还有就是口味不要太清淡那种[喝奶茶R]
         ",,1716178522000,1716178523000,6489b6c2000000002503582f,爱吃三文鱼诶,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30t56ulmtk0505p49mr19em1fd5no7e8,28912,29615,10269,6568,山西,https://sns-img-bd.xhscdn.com/25e381ae-db7a-5de4-ea8a-be3eaae50b7b,"冷门城市旅游,一个人的旅行,美食,我在这里吃,沿途想吃什么,找饭搭子,总要慢慢习惯生活的难,好吃到爆,分享欲,又淘到好吃的",1717148873531,https://www.xiaohongshu.com/explore/664ace5a0000000015010b7b
663594ef000000001e02f88b,normal,在青岛沙滩上遇到罕见的肌肉男,仔细一看原来是我呀[笑哭R],,1714787567000,1714787664000,5e48fe4d000000000100a001,浩,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mtbtgcb4c005ni8vp6g9801sdjikg0,20592,1350,1791,755,山东,https://sns-img-bd.xhscdn.com/b9106d81-6559-89ec-7595-294351a211bc,沙滩,1717148873539,https://www.xiaohongshu.com/explore/663594ef000000001e02f88b
65dc6ede00000000070051fc,normal,3️⃣5️⃣城环游路线，花费1600+,"[向右R]把之前发过的几条单程路线整合起来了～
[鼓掌R]非铁腚路线，每段路程时间较短，也都列举了火车和高铁是时长和价格，可自行选择哦～
[耶R]这条路线经过的城市都是适用的，大家可以灵活调整～
[赞R]适合寒暑假出行或者计划毕业旅行的学生党、🈶时间的旅游爱好者或自由职业者
[勾引R]之前留言的宝可以看看这条路线～
[一R]桂林出发，去武汉南京扬州青岛天津北京
[二R]北京去南宁，路过江苏
️[三R]天津去福建
[四R]北京去汕头
 ",,1708945118000,1709917360000,657be8f20000000020036d84,星星星星,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30t5572ph3q6g5pbrt3p86rc4acco8p0,20145,15481,810,4081,,"https://sns-img-al.xhscdn.com/c4f88b2a-5057-e162-f4b0-8d8180ec03e2,https://sns-img-al.xhscdn.com/0ca73a22-2bb4-aa5d-fae2-6e3d3e2cf1a1,https://sns-img-al.xhscdn.com/1181c5db-62d5-5f55-9e70-30d2b936f416,https://sns-img-al.xhscdn.com/3266e827-26a8-6f90-5d65-c5414c18e44c,https://sns-img-al.xhscdn.com/24d49d3f-3224-0a37-d2f2-70b17e2feb9b,https://sns-img-al.xhscdn.com/e46c462b-8906-5edd-7784-18c228197b5f","小众旅行地,旅游,旅游路线,环游中国,特种兵旅游,大学生旅游,寒假旅游,暑假旅游,年假,毕业旅游,毕业旅游去哪里,北京旅游,广州旅游,南宁旅游,穷游,穷游路线,划算,大学生去哪玩,火车旅行,性价比高",1717148873539,https://www.xiaohongshu.com/explore/65dc6ede00000000070051fc
6625e3620000000001007a11,video,当我实习攒了5k去日本旅游🇯🇵（省钱版）,"实际上只花了4.7k😎😎😎
在20岁之前实现了靠自己独自出国旅游的心愿✨
一个人旅游真的好爽！！！
            ",http://sns-video-bd.xhscdn.com/stream/110/259/01e625e2926989e2010370038f0400bdc1_259.mp4,1713759074000,1713759074000,5a11055211be105b43c1dbab,野生米崽,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30t471hbd460049vmvm2l5mtblue6258,19688,5454,1413,1886,,https://sns-img-qc.xhscdn.com/02907442-5253-7c32-5aba-6bf16d8b50e0,"一个人的旅行,旅游,旅游vlog,旅游日记,日本旅游,当你一直攒钱去旅行,日本自由行,一个人日本旅游,大学生旅游,大学生一个人旅行,女大学生,女大学生旅游,勇敢的人先享受世界",1717148873684,https://www.xiaohongshu.com/explore/6625e3620000000001007a11
